company_name,Annual Sales:,Company Type:,Corporate Family:,Corporate Highlights,D-U-N-S Number,D-U-N-S Number:,Domestic Ultimate D-U-N-S Number,EIN,Employees:,Fax:,Fiscal Year End:,Franchise,Home-Based Business,Import/Export Status,Incorporation Date,Industry:,Key ID Number:,LEI Number:,Manufacturer,Minority Owned,Owns/Rents,Parent D-U-N-S Number,Parent:,Plant/Facility Size (sq,Prescreen Score,Reporting Currency:,State Of Incorporation,Tel:,Total Assets:,Tradestyle,Ultimate Parent D-U-N-S Number,Ultimate Parent:,Women Owned,_id,address,contact,website
Bwp LLC,254k,Private Independent,,, 626237312,62-623-7312,,,3 (This Site) 3 (All Sites),,,,,, 2006,Investment Services,196190539,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,,,,,,,5aaca6cc9f9f5d3e6a0ead49,"PO Box 214507
Sacramento, California, 95821-0507
United States
(Primary Address) Show Secondary",,
Remarket Investments LP,190k,Private Independent,,, 047076221,04-707-6221,,,3 (This Site) 3 (All Sites),,,,,, 2010,Investment Services,188628248,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,,,,,,,5aaca6e59f9f5d3e6a0ead4a,"4624 Duckhorn Dr
Sacramento, California, 95834-2591
United States",,
South Natomas Investors LLC,238k,Private Independent,,, 065784295,06-578-4295,,,3 (This Site) 3 (All Sites),,,,,, 2001,Investment Services,190105220,,,, Rents,,,"{u' ft': {u')': u' 1,911'}}",,USD, California,,,,,,,5aaca6fd9f9f5d3e6a0ead4b,"2020 W El Camino Ave Ste 120
Sacramento, California, 95833-1871
United States",,
Lrp Investment LLC,174k,Private Independent,,, 044523334,04-452-3334,,,3 (This Site) 3 (All Sites),,,,,, 2013,Investment Services,195558046,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD, California,,,,,,,5aaca7179f9f5d3e6a0ead4c,"2030 V St
Sacramento, California, 95818-1730
United States","[[{u'position': u'Principal at Lrp Investment LLC', u'industry': u'Investment Services', u'name': u'Jon Hamm', u'location': u'Sacramento, California, United States'}]]",
California Transit Finance Corporation,196k,Nonprofit Independent,,, 963303917,96-330-3917,,,3 (This Site) 3 (All Sites),,,,,, 2010,Investment Services,196617471,,,,,,,"{u' ft': {u')': u' 4,030'}}",,USD, California,916-446-4656,,,,,,5aaca7319f9f5d3e6a0ead4d,"1415 L St Ste 1000
Sacramento, California, 95814-3977
United States",,
Capital City Dream Center,351k,Private Independent,,, 050219768,05-021-9768,,,3 (This Site) 3 (All Sites),,,,,, 2010,Investment Services,99499471,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,916-448-3733,,,,,,5aaca74a9f9f5d3e6a0ead4e,"1516 C St
Sacramento, California, 95814-1023
United States","[[{u'name': u'Darryl Sandford', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Pastor Chief Executive Officer at Capital City Dream Center', u'Main': u' 916-448-3733', u'Email': u' dsandford@sacramentodreamcenter.org'}], [{u'name': u'Brian Waechter', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Leader at Capital City Dream Center', u'Main': u' 916-448-3733', u'Email': u' brianw@sacramentodreamcenter.org'}], [{u'name': u'Kamisha Allen', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Information Technology Manager at Capital City Dream Center', u'Main': u' 916-448-3733', u'Email': u' kallen@sacramentodreamcenter.org'}]]",www.sacramentodreamcenter.org
Stay Safe Scan and Storage Inc,240k,Private Independent,,, 787979140,78-797-9140,,,3 (This Site) 3 (All Sites),,,,,, 2006,Internet and Web Services,194543790,,,, Rents,,,"{u' ft': {u')': u' 1,696'}}",,USD, California,415-279-5717,,,,,,5aaca7659f9f5d3e6a0ead4f,"4201 Sierra Point Dr Ste 101
Sacramento, California, 95834-1998
United States","[[{u'position': u'President Chief Executive Officer at Stay Safe Scan and Storage Inc', u'industry': u'Internet and Web Services', u'Main': u' 415-279-5717', u'name': u'Ken Shoemake', u'location': u'Sacramento, California, United States'}]]",
Cal Del Presidio Investments LLC,196k,Private Independent,,, 085982556,08-598-2556,,,3 (This Site) 3 (All Sites),,,,,, 2001,Investment Services,191458379,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD, California,,,,,,,5aaca7809f9f5d3e6a0ead50,"850 Wixford Way
Sacramento, California, 95864-6139
United States","[[{u'position': u'Manager at Cal Del Presidio Investments LLC', u'industry': u'Investment Services', u'name': u'Bruce H Bostick', u'location': u'Sacramento, California, United States'}]]",
ITI Investments LLC,146k,Private Independent,,, 039434697,03-943-4697,,,3 (This Site) 3 (All Sites),,,,,, 2013,Investment Services,194613200,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,,,,,,,5aaca79a9f9f5d3e6a0ead51,"770 L St
Sacramento, California, 95814-3325
United States","[[{u'position': u'Principal at ITI Investments LLC', u'industry': u'Investment Services', u'name': u'Ian Dixon', u'location': u'Sacramento, California, United States'}]]",
"Whirlii, Inc.",86k,Private Independent,,, 079604198,07-960-4198,,,3 (This Site) 3 (All Sites),,,,,, 2012,Computer Programming,190953728,,,,,,,"{u' ft': {u')': u' 2,588'}}",,USD,,916-205-0541,,,,,,5aaca7b69f9f5d3e6a0ead52,"10555 Old Placerville Rd
Sacramento, California, 95827-2503
United States",,
Capitol Garage Inc,455k,Private Independent,,, 020639453,02-063-9453,,,3 (This Site) 3 (All Sites),,,,,, 2008,Investment Services,86270843,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,916-444-3633,,,,,,5aaca7cf9f9f5d3e6a0ead53,"1500 K St
Sacramento, California, 95814-4018
United States",,www.capitolgaragecatering.com
Elite Capital Investments,268k,Private Independent,,, 067249082,06-724-9082,,,3 (This Site) 3 (All Sites),,,,,, 2011,Investment Services,197161905,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,916-362-6390,,,,,,5aaca7e89f9f5d3e6a0ead54,"3652 Sunrise Pines Dr
Sacramento, California, 95827-2953
United States","[[{u'position': u'Principal at Elite Capital Investments', u'industry': u'Investment Services', u'Main': u' 916-362-6390', u'name': u'Gurdeep Bains', u'location': u'Sacramento, California, United States'}]]",
Shaw Systems Corp.,219k,Private Independent,,, 034349682,03-434-9682,,,3 (This Site) 3 (All Sites),,,,,, 2013,Computer Programming,183626276,,,,,,,"{u' ft': {u')': u' 2,549'}}",,USD,,916-708-2143,,,,,,5aaca8039f9f5d3e6a0ead55,"6 Walbrook Ct
Sacramento, California, 95833-2603
United States","[[{u'position': u'Principal at Shaw Systems Corp.', u'industry': u'Computer Programming', u'Main': u' 916-708-2143', u'name': u'John Cabral', u'location': u'Sacramento, California, United States'}]]",www.shawsystems.com
K E Jetton & Assoc.,112k,Private Independent,,, 040050160,04-005-0160,,,3 (This Site) 3 (All Sites),,,,,, 2010,Computer Programming,188171477,,,,,,,"{u' ft': {u')': u' 2,549'}}",,USD,,916-682-6096,,,,,,5aaca81e9f9f5d3e6a0ead56,"8321 Leatherleaf Ct
Sacramento, California, 95829-8142
United States",,
Prasad Investments Inc,200k,Private Independent,,, 010782023,01-078-2023,,,3 (This Site) 3 (All Sites),,,,,, 2008,Investment Services,194963814,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,916-565-1336,,,,,,5aaca8379f9f5d3e6a0ead57,"918 Sandemara St
Sacramento, California, 95838-2755
United States","[[{u'position': u'Principal at Prasad Investments Inc', u'industry': u'Investment Services', u'Main': u' 916-565-1336', u'name': u'Anitra Prasad', u'location': u'Sacramento, California, United States'}]]",
180 Asset Group,323k,Private Independent,,, 088449519,08-844-9519,,,3 (This Site) 3 (All Sites),,,,,, 2015,Investment Services,184340756,,,,,,,"{u' ft': {u')': u' 3,253'}}",,USD,,800-676-7042,,,,,,5aaca8519f9f5d3e6a0ead58,"1104 Corporate Way
Sacramento, California, 95831-3875
United States","[[{u'name': u'Tim Bonuccelli', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Managing Partner at 180 Asset Group', u'Main': u' 800-676-7042', u'Email': u' tbonuccelli@180assetgroup.com'}]]",www.180assetgroup.com
"Remold Investments, LLC",203k,Private Independent,,, 068521149,06-852-1149,,,3 (This Site) 3 (All Sites),,,,,, 2011,Investment Services,190275965,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,,,,,,,5aaca86c9f9f5d3e6a0ead59,"5325 Elkhorn Blvd
Sacramento, California, 95842-2526
United States","[[{u'position': u'Principal at Remold Investments, LLC', u'industry': u'Investment Services', u'name': u'Ivan Sandul', u'location': u'Sacramento, California, United States'}]]",
Maidu Investments LLC,201k,Private Independent,,, 062189198,06-218-9198,,,3 (This Site) 3 (All Sites),,,,,, 2013,Investment Services,189888958,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD, California,916-678-7890,,,,,,5aaca8879f9f5d3e6a0ead5a,"2485 Natomas Park Dr
Sacramento, California, 95833-2937
United States",,www.huntcompanies.com
"System Black, L.L.C.",150k,Private Independent,,, 006111254,00-611-1254,,,3 (This Site) 3 (All Sites),,,,,, 2009,Computer Programming,111232986,,,,,,,"{u' ft': {u')': u' 2,549'}}",,USD,,916-534-8324,,,,,,5aaca89f9f9f5d3e6a0ead5b,"3560 Greenview Ln
Sacramento, California, 95821-3812
United States",,www.systemblack.com
Insight Financial Group,342k,Private Independent,,, 146537084,14-653-7084,,,3 (This Site) 3 (All Sites),916-553-4373,,,,, 2004,Investment Services,88088745,,,, Rents,,,"{u' ft': {u')': u' 1,638'}}",,USD,,916-444-1122,, S I C G T,,,,5aaca8b89f9f5d3e6a0ead5c,"2011 P St Ste 100
Sacramento, California, 95811-5225
United States","[[{u'position': u'Lcsw;Owner at Insight Financial Group', u'industry': u'Investment Services', u'Main': u' 916-444-1122', u'name': u'Peter Cole', u'location': u'Sacramento, California, United States'}]]",
"Switch Building Investors, LLC",295k,Private Independent,,, 015451036,01-545-1036,,,3 (This Site) 3 (All Sites),,,,,, 2010,Investment Services,186225651,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,,,,,,,5aaca8d39f9f5d3e6a0ead5d,"7700 College Town Dr
Sacramento, California, 95826-2348
United States",,
Horizon Capital Investment LLC,196k,Private Independent,,, 009890470,00-989-0470,,,3 (This Site) 3 (All Sites),,,,,, 2011,Investment Services,110801608,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,916-448-2733,,,,,,5aaca8e89f9f5d3e6a0ead5e,"929 20Th St
Sacramento, California, 95811-3134
United States",,
"Anton Menlo, LLC",249k,Private Independent,,, 079214203,07-921-4203,,,3 (This Site) 3 (All Sites),,,,,, 2013,Investment Services,195981052,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,,,,,,,5aaca9019f9f5d3e6a0ead5f,"1801 I St
Sacramento, California, 95811-3000
United States","[[{u'position': u'Principal at Anton Menlo, LLC', u'industry': u'Investment Services', u'name': u'Steven L Eggert', u'location': u'Sacramento, California, United States'}]]",www.antoncap.com
Redwood Plaza Investments LP,260k,Private Independent,,, 180544319,18-054-4319,,,3 (This Site) 3 (All Sites),,,,,, 2005,Investment Services,195873088,,,, Rents,,,"{u' ft': {u')': u' 1,940'}}",,USD, California,,,,,,,5aaca9259f9f5d3e6a0ead60,"7700 College Town Dr Ste 101
Sacramento, California, 95826-2303
United States","[[{u'position': u'Principal at Redwood Plaza Investments LP', u'industry': u'Investment Services', u'name': u'Angelo K Tsakopouls', u'location': u'Sacramento, California, United States'}]]",
Auburn Square Investors A California LI,239k,Private Independent,,, 050552210,05-055-2210,, 680372447,3 (This Site) 3 (All Sites),,,,,, 2001,Investment Services,188916094,,,, Rents,,,"{u' ft': {u')': u' 1,911'}}",,USD, California,,,,,,,5aaca9409f9f5d3e6a0ead61,"1001 6Th St Ste 200
Sacramento, California, 95814-3323
United States","[[{u'position': u'Genl Ptnr at Auburn Square Investors A California LI', u'industry': u'Investment Services', u'name': u'Cyrus Youssefi', u'location': u'Sacramento, California, United States'}]]",
Capital Valley Fabrication,200k,Private Independent,,, 012805352,01-280-5352,,,3 (This Site) 3 (All Sites),,,,,, 2007,Investment Services,174523092,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,916-764-8550,,,,,,5aaca95b9f9f5d3e6a0ead62,"PO Box 279321
Sacramento, California, 95827-9321
United States
(Primary Address) Show Secondary","[[{u'position': u'Principal at Capital Valley Fabrication', u'industry': u'Investment Services', u'Main': u' 916-764-8550', u'name': u'Faramarz Faez', u'location': u'Sacramento, California, United States'}]]",
Robert N Valentine Inc,192k,Private Independent,,, 187651005,18-765-1005,, 680088760,3 (This Site) 3 (All Sites),,,, True,, 1986,Computer Programming,106116697,,,,,,,"{u' ft': {u')': u' 2,162'}}",,USD, California,916-383-1612,," CALIFORNIA PROFICIENCY TESTING, California Proficiency Testings",,,,5aaca9779f9f5d3e6a0ead63,"8350 Marina Greens Way
Sacramento, California, 95826-1646
United States","[[{u'position': u'President at Robert N Valentine Inc', u'industry': u'Computer Programming', u'Main': u' 916-383-1612', u'name': u'Marcia R Valentine', u'location': u'Sacramento, California, United States'}]]",
"American United Investments Group, Inc.",221k,Private Independent,,, 004085204,00-408-5204,,,3 (This Site) 3 (All Sites),,,,,, 2010,Investment Services,196705036,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,209-610-5108,,,,,,5aaca9949f9f5d3e6a0ead64,"8880 Fruitridge Rd
Sacramento, California, 95826-9708
United States","[[{u'position': u'Principal at American United Investments Group, Inc.', u'industry': u'Investment Services', u'Main': u' 209-610-5108', u'name': u'Amritpal Tiwana', u'location': u'Sacramento, California, United States'}]]",
"Tpa Investments, LLC",142k,Private Independent,,, 042157071,04-215-7071,,,3 (This Site) 3 (All Sites),,,,,, 2016,Investment Services,231944111,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD, California,916-803-0419,,,,,,5aaca9af9f9f5d3e6a0ead65,"4434 53Rd St
Sacramento, California, 95820-4113
United States","[[{u'position': u'Principal at Tpa Investments, LLC', u'industry': u'Investment Services', u'Main': u' 916-803-0419', u'name': u'Tracy Brown', u'location': u'Sacramento, California, United States'}]]",
Lachleven Lodge,209k,Private Independent,,, 825060288,82-506-0288,,,3 (This Site) 3 (All Sites),,,,,, 1973,Investment Services,193380177,,,,,,,"{u' ft': {u')': u' 2,499'}}",,USD,,916-376-7618,,,,,,5aaca9ca9f9f5d3e6a0ead66,"1043 11Th Ave
Sacramento, California, 95818-4014
United States","[[{u'position': u'Co Owner at Lachleven Lodge', u'industry': u'Investment Services', u'Main': u' 916-376-7618', u'name': u'Edith Brandenburger', u'location': u'Sacramento, California, United States'}]]",
Adhvan International,220k,Private Independent,,, 006122662,00-612-2662,,,3 (This Site) 3 (All Sites),,,,,, 1997,Computer Programming,121052858,,,,,,,"{u' ft': {u')': u' 2,549'}}",,USD,,916-353-1486,,,,,,5aaca9e59f9f5d3e6a0ead67,"6641 13th St
Sacramento, California, 95831-2259
United States","[[{u'position': u'Principal at Adhvan International', u'industry': u'Computer Programming', u'Main': u' 916-353-1486', u'name': u'Anita Agarwala', u'location': u'Sacramento, California, United States'}]]",
Enterprise Architected Modifiable Software,119k,Private Independent,,, 076670026,07-667-0026,,,3 (This Site) 3 (All Sites),,,,,, 2015,Computer Programming,190663726,,, True,,,,"{u' ft': {u')': u' 2,588'}}",,USD, California,916-337-0585,, EAM Software,,,,5aacaa019f9f5d3e6a0ead68,"1931 H St
Sacramento, California, 95811-3107
United States","[[{u'position': u'Vice President, Chief Executive Officer at Enterprise Architected Modifiable Software', u'industry': u'Computer Programming', u'Main': u' 916-337-0585', u'name': u'Joseph Ross', u'location': u'Sacramento, California, United States'}], [{u'name': u'Dan Montero', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Principal at Enterprise Architected Modifiable Software', u'Main': u' 916-337-0585', u'Email': u' dan.montero@eamsw.com'}], [{u'name': u'Michael Reed', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'SENIOR MANAGER at Enterprise Architected Modifiable Software', u'Main': u' 916-337-0585', u'Email': u' michael.reed@eamsw.com'}], [{u'name': u'German Ortega', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'SOFTWARE DEVELOPER at Enterprise Architected Modifiable Software', u'Main': u' 916-337-0585', u'Email': u' german.ortega@eamsw.com'}]]",www.eamsw.com
Socotra Capital,574k,Private Independent,,, 003956635,00-395-6635,,,3 (This Site) 3 (All Sites),,,,,, 2009,Investment Services,135270545,,,,,,,"{u' ft': {u')': u' 2,915'}}",,USD,,916-617-2220,,,,,,5aacaa1d9f9f5d3e6a0ead69,"2208 29Th St Ste 100
Sacramento, California, 95817-1129
United States","[[{u'name': u'John Choi', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Business Account Representative at Socotra Capital', u'Main': u' 916-617-2220', u'Email': u' jonchoi@socotracapital.com'}]]",www.socotracapital.com
"Hfid Home Solution Specialists, LLC",79k,Private Independent,,, 080190566,08-019-0566,,,3 (This Site) 3 (All Sites),,,,,, 2015,Investment Services,182661032,,, True,,,,{u' ft': {u')': u' 800'}},,USD,,916-844-6329,,,,, True,5aacaa389f9f5d3e6a0ead6a,"8441 Auberry Dr
Sacramento, California, 95828-6816
United States",,
Americas Tech Support,256k,Private Independent,,, 051174011,05-117-4011,,,3 (This Site) 3 (All Sites),,,,,, 2010,Computer Programming,171154130,,,,,,,"{u' ft': {u')': u' 2,549'}}",,USD,,916-928-0888,,,,,,5aacaa519f9f5d3e6a0ead6b,"4408 Truxel Rd
Sacramento, California, 95834-3701
United States","[[{u'name': u'Pedro Pires', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'President at Americas Tech Support', u'Main': u' 916-928-0888', u'Email': u' pedrop@americastechsupport.com'}]]",www.americastechsupport.com
Trilogy Investment Group LLC,269k,Private Independent,,, 962962171,96-296-2171,,,3 (This Site) 3 (All Sites),,,,,, 1994,Investment Services,99751871,,,, Owns,,,"{u' ft': {u')': u' 2,000'}}",,USD, California,916-923-9184,,,,,,5aacaa6c9f9f5d3e6a0ead6c,"1735 Arden Way Ste 100
Sacramento, California, 95815-5009
United States",,www.trilogyinvestmentgroup.com
Roseville Fountains Bollinger Properties LLC,221k,Private Independent,,, 832717651,83-271-7651,,,3 (This Site) 3 (All Sites),,,,,, 2009,Investment Services,196641578,,,,,,,"{u' ft': {u')': u' 2,959'}}",,USD, California,916-489-4600,,,,,,5aacaa849f9f5d3e6a0ead6d,"540 Fulton Ave
Sacramento, California, 95825-4862
United States","[[{u'position': u'Principal at Roseville Fountains Bollinger Properties LLC', u'industry': u'Investment Services', u'Main': u' 916-489-4600', u'name': u'Peter P Bollinger', u'location': u'Sacramento, California, United States'}]]",www.icalre.com
